"TimeCreated","Id","LevelDisplayName","Message"
"11/27/2025 11:40:58 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:58.082
ProcessGuid: {3a35410f-9432-6928-4c17-000000000b00}
ProcessId: 1668
Image: C:\Windows\System32\timeout.exe
FileVersion: 10.0.19041.1 (WinBuild.160101.0800)
Description: timeout - pauses command processing
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: timeout.exe
CommandLine: timeout  /t 1  
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=100065E21CFBBDE57CBA2838921F84D6,SHA256=C8C350FAB1130644536DB6A84F605791367308B995079AD494D46A8C617C21D6,IMPHASH=0C91A5CE0FB26F4C5CE39E340F43873B
ParentProcessGuid: {3a35410f-942f-6928-4217-000000000b00}
ParentProcessId: 692
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""C:\Windows\system32\cmd.exe"" /c echo proc 44 & timeout /t 1 >nul 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:57 PM","11","Information","File created:
RuleName: -
UtcTime: 2025-11-27 18:10:57.929
ProcessGuid: {3a35410f-942e-6928-3f17-000000000b00}
ProcessId: 17816
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
TargetFilename: C:\Users\Emil Jinu\AppData\Local\Temp\__PSScriptPolicyTest_slfzb3og.4tf.ps1
CreationUtcTime: 2025-11-27 18:10:57.929
User: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:57 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:57.649
ProcessGuid: {3a35410f-9431-6928-4a17-000000000b00}
ProcessId: 10080
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.19041.3996 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -EncodedCommand VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAEUANAA0ACcA 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2E5A8590CF6848968FC23DE3FA1E25F1,SHA256=9785001B0DCF755EDDB8AF294A373C0B87B2498660F724E76C4D53F9C217C7A3,IMPHASH=3D08F4848535206D772DE145804FF4B6
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:57 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:57.259
ProcessGuid: {3a35410f-9431-6928-4817-000000000b00}
ProcessId: 9952
Image: C:\Windows\System32\certutil.exe
FileVersion: 10.0.19041.5794 (WinBuild.160101.0800)
Description: CertUtil.exe
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: CertUtil.exe
CommandLine: ""C:\Windows\system32\certutil.exe"" -hashfile C:\Windows\win.ini SHA256 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=E6384AD54B07F9783135586C71F82D1C,SHA256=FD1670B43E2D9188B12B233780BF043C5A90A67A2C6E3FCDC564A5C246531BC2,IMPHASH=5AFC8346D5AFF4A4862E8A7C91042465
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:56 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:56.846
ProcessGuid: {3a35410f-9430-6928-4617-000000000b00}
ProcessId: 16144
Image: C:\Windows\System32\wbem\WMIC.exe
FileVersion: 10.0.19041.5794 (WinBuild.160101.0800)
Description: WMI Commandline Utility
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: wmic.exe
CommandLine: ""C:\Windows\System32\Wbem\WMIC.exe"" process list brief 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=EBE8CE528A79B5CC0782E8DFDA250600,SHA256=DA603FA720AB43AA6D4D36AA9FDB828DAB9645523EABAAC209AF6451D5B4D757,IMPHASH=527C7C66CDD13D72D793BCA3A417BCBE
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:56 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:56.438
ProcessGuid: {3a35410f-9430-6928-4417-000000000b00}
ProcessId: 3860
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.19041.3996 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -ExecutionPolicy Bypass -Command Write-Output 'PS 44'; Start-Sleep -Seconds 1 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2E5A8590CF6848968FC23DE3FA1E25F1,SHA256=9785001B0DCF755EDDB8AF294A373C0B87B2498660F724E76C4D53F9C217C7A3,IMPHASH=3D08F4848535206D772DE145804FF4B6
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:56 PM","11","Information","File created:
RuleName: -
UtcTime: 2025-11-27 18:10:56.130
ProcessGuid: {3a35410f-942d-6928-3917-000000000b00}
ProcessId: 12192
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
TargetFilename: C:\Users\Emil Jinu\AppData\Local\Temp\__PSScriptPolicyTest_1r2mf55b.wbi.ps1
CreationUtcTime: 2025-11-27 18:10:56.130
User: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:55 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:55.915
ProcessGuid: {3a35410f-942f-6928-4217-000000000b00}
ProcessId: 692
Image: C:\Windows\System32\cmd.exe
FileVersion: 10.0.19041.4355 (WinBuild.160101.0800)
Description: Windows Command Processor
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: Cmd.Exe
CommandLine: ""C:\Windows\system32\cmd.exe"" /c echo proc 44 & timeout /t 1 >nul 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2B40C98ED0F7A1D3B091A3E8353132DC,SHA256=BADF4752413CB0CBDC03FB95820CA167F0CDC63B597CCDB5EF43111180E088B0,IMPHASH=272245E2988E1E430500B852C4FB5E18
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:55 PM","11","Information","File created:
RuleName: -
UtcTime: 2025-11-27 18:10:55.720
ProcessGuid: {3a35410f-942c-6928-3317-000000000b00}
ProcessId: 13192
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
TargetFilename: C:\Users\Emil Jinu\AppData\Local\Temp\__PSScriptPolicyTest_pzcdnuhh.zbx.ps1
CreationUtcTime: 2025-11-27 18:10:55.720
User: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:55 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:55.204
ProcessGuid: {3a35410f-942f-6928-4117-000000000b00}
ProcessId: 11812
Image: C:\Windows\System32\timeout.exe
FileVersion: 10.0.19041.1 (WinBuild.160101.0800)
Description: timeout - pauses command processing
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: timeout.exe
CommandLine: timeout  /t 1  
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=100065E21CFBBDE57CBA2838921F84D6,SHA256=C8C350FAB1130644536DB6A84F605791367308B995079AD494D46A8C617C21D6,IMPHASH=0C91A5CE0FB26F4C5CE39E340F43873B
ParentProcessGuid: {3a35410f-942c-6928-3617-000000000b00}
ParentProcessId: 11176
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""C:\Windows\system32\cmd.exe"" /c echo proc 43 & timeout /t 1 >nul 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:54 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:54.355
ProcessGuid: {3a35410f-942e-6928-3f17-000000000b00}
ProcessId: 17816
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.19041.3996 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -EncodedCommand VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAEUANAAzACcA 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2E5A8590CF6848968FC23DE3FA1E25F1,SHA256=9785001B0DCF755EDDB8AF294A373C0B87B2498660F724E76C4D53F9C217C7A3,IMPHASH=3D08F4848535206D772DE145804FF4B6
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:54 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:54.212
ProcessGuid: {3a35410f-942e-6928-3d17-000000000b00}
ProcessId: 16960
Image: C:\Windows\System32\certutil.exe
FileVersion: 10.0.19041.5794 (WinBuild.160101.0800)
Description: CertUtil.exe
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: CertUtil.exe
CommandLine: ""C:\Windows\system32\certutil.exe"" -hashfile C:\Windows\win.ini SHA256 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=E6384AD54B07F9783135586C71F82D1C,SHA256=FD1670B43E2D9188B12B233780BF043C5A90A67A2C6E3FCDC564A5C246531BC2,IMPHASH=5AFC8346D5AFF4A4862E8A7C91042465
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:53 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:53.834
ProcessGuid: {3a35410f-942d-6928-3b17-000000000b00}
ProcessId: 13200
Image: C:\Windows\System32\wbem\WMIC.exe
FileVersion: 10.0.19041.5794 (WinBuild.160101.0800)
Description: WMI Commandline Utility
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: wmic.exe
CommandLine: ""C:\Windows\System32\Wbem\WMIC.exe"" process list brief 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=EBE8CE528A79B5CC0782E8DFDA250600,SHA256=DA603FA720AB43AA6D4D36AA9FDB828DAB9645523EABAAC209AF6451D5B4D757,IMPHASH=527C7C66CDD13D72D793BCA3A417BCBE
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:53 PM","11","Information","File created:
RuleName: -
UtcTime: 2025-11-27 18:10:53.372
ProcessGuid: {3a35410f-942b-6928-2d17-000000000b00}
ProcessId: 7052
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
TargetFilename: C:\Users\Emil Jinu\AppData\Local\Temp\__PSScriptPolicyTest_jzko20ji.jhq.ps1
CreationUtcTime: 2025-11-27 18:10:53.372
User: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:53 PM","11","Information","File created:
RuleName: -
UtcTime: 2025-11-27 18:10:53.313
ProcessGuid: {3a35410f-942a-6928-2917-000000000b00}
ProcessId: 15996
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
TargetFilename: C:\Users\Emil Jinu\AppData\Local\Temp\__PSScriptPolicyTest_zyfaxgkd.0u3.ps1
CreationUtcTime: 2025-11-27 18:10:53.313
User: DESKTOP-EJG8QJC\Emil Jinu"
"11/27/2025 11:40:53 PM","1","Information","Process Create:
RuleName: -
UtcTime: 2025-11-27 18:10:53.266
ProcessGuid: {3a35410f-942d-6928-3917-000000000b00}
ProcessId: 12192
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.19041.3996 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -ExecutionPolicy Bypass -Command Write-Output 'PS 43'; Start-Sleep -Seconds 1 
CurrentDirectory: C:\Users\Emil Jinu\
User: DESKTOP-EJG8QJC\Emil Jinu
LogonGuid: {3a35410f-6604-6928-c9e6-200000000000}
LogonId: 0x20E6C9
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2E5A8590CF6848968FC23DE3FA1E25F1,SHA256=9785001B0DCF755EDDB8AF294A373C0B87B2498660F724E76C4D53F9C217C7A3,IMPHASH=3D08F4848535206D772DE145804FF4B6
ParentProcessGuid: {3a35410f-93eb-6928-6715-000000000b00}
ParentProcessId: 6344
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: DESKTOP-EJG8QJC\Emil Jinu"
